Field Name	Content	UC_ID	Target_Range
Business Rules	"The following rules are authoritative for Prompt E. OCL is preserved where supplied; technical or non-OCL constraints remain authoritative natural-language requirements.

~~~text
BR-GOAL-04: Allowed goal type, active goals quota, and single active saving goal

context GoalService::createGoal(
  userId : Integer,
  dto : CreateGoalDto
) : Goal

pre BR_GOAL_04_GoalTypeDefined:
  not dto.goal_type.oclIsUndefined()

pre BR_GOAL_04_AllowedGoalType:
  Set{
    GoalType::SAVING,
    GoalType::EXPENSE_LIMIT
  }->includes(dto.goal_type)

pre BR_GOAL_04_MaxActiveGoalsLimit:
  Goal.allInstances()->select(g |
    g.userId = userId and
    g.endDate >= currentDate()
  )->size() < 5

pre BR_GOAL_04_SingleActiveSavingGoal:
  dto.goal_type = GoalType::SAVING implies
    not Goal.allInstances()->exists(g |
      g.userId = userId and
      g.goalType = GoalType::SAVING and
      g.endDate >= currentDate()
    )

Technical constraints:
- A user shall have at most 5 active goals (where endDate >= currentDate()) at any given time.
- A user shall have at most 1 active Saving goal at any given time.
- Creating a goal that exceeds the active quota or creates a concurrent active Saving goal shall result in HTTP 400 Bad Request.


BR-GOAL-05: Target amount domain thresholds and currency rounding

context GoalService::createGoal(
  userId : Integer,
  dto : CreateGoalDto
) : Goal

pre BR_GOAL_05_TargetDefined:
  not dto.target_amount.oclIsUndefined()

pre BR_GOAL_05_TargetRange:
  dto.target_amount >= 100000 and
  dto.target_amount <= 1000000000

pre BR_GOAL_05_CurrencyRoundingStep:
  dto.target_amount.mod(10000) = 0

Technical constraints:
- target_amount shall be at least 100,000 VND and at most 1,000,000,000 VND.
- target_amount shall be an exact multiple of 10,000 VND.
- Any amount violating these thresholds shall result in HTTP 400 Bad Request.


BR-GOAL-06: Goal date horizon, minimum duration, and maximum duration window

context GoalService::createGoal(
  userId : Integer,
  dto : CreateGoalDto
) : Goal

pre BR_GOAL_06_DatesDefined:
  not dto.start_date.oclIsUndefined() and
  not dto.end_date.oclIsUndefined()

pre BR_GOAL_06_ValidDates:
  self.isValidDate(dto.start_date) and
  self.isValidDate(dto.end_date)

pre BR_GOAL_06_StartDateHorizon:
  self.toDate(dto.start_date) >= currentDate() - 7 and
  self.toDate(dto.start_date) <= currentDate() + 30

pre BR_GOAL_06_DurationIntervalWindow:
  self.toDate(dto.end_date) >= self.toDate(dto.start_date) + 7 and
  self.toDate(dto.end_date) <= self.toDate(dto.start_date) + 365

Technical constraints:
- start_date and end_date shall use valid YYYY-MM-DD date strings.
- start_date shall not be more than 7 days in the past and not more than 30 days in the future relative to currentDate().
- The goal duration (end_date - start_date) shall be at least 7 days and at most 365 days.


BR-GOAL-07: Category requirements, non-overlapping expense limit periods, and persistence

context GoalService::createGoal(
  userId : Integer,
  dto : CreateGoalDto
) : Goal

pre BR_GOAL_07_ExpenseCategoryRequiredAndExists:
  dto.goal_type = GoalType::EXPENSE_LIMIT implies
    (not dto.category_id.oclIsUndefined() and
     Category.allInstances()->exists(c |
       c.categoryId = dto.category_id
     ))

pre BR_GOAL_07_NoOverlappingExpenseLimitForCategory:
  dto.goal_type = GoalType::EXPENSE_LIMIT implies
    not Goal.allInstances()->exists(g |
      g.userId = userId and
      g.goalType = GoalType::EXPENSE_LIMIT and
      g.categoryId = dto.category_id and
      g.startDate <= self.toDate(dto.end_date) and
      g.endDate >= self.toDate(dto.start_date)
    )

post BR_GOAL_07_CategoryPersisted:
  (dto.goal_type = GoalType::SAVING implies
    result.categoryId.oclIsUndefined()) and
  (dto.goal_type = GoalType::EXPENSE_LIMIT implies
    result.categoryId = dto.category_id)

Technical constraints:
- Expense_Limit goals require a valid, existing category_id.
- For Expense_Limit, no two goals for the same user and category may have overlapping date intervals ([startDate, endDate] overlap where existing.startDate <= new.endDate and existing.endDate >= new.startDate).
- Any category_id supplied for a Saving goal is not persisted; Saving goals are stored with categoryId = null.


BR-GOAL-08: Authenticated goal ownership and active account prerequisite

context GoalService::createGoal(
  userId : Integer,
  dto : CreateGoalDto
) : Goal

pre BR_GOAL_08_UserHasActiveAccount:
  Account.allInstances()->exists(a |
    a.user_id = userId
  )

post BR_GOAL_08_OwnedByAuthenticatedUser:
  result.userId = userId

Technical constraints:
- The authenticated user shall own at least one bank account (Accounts record with user_id = userId) to establish a financial goal.
- userId shall be obtained from the validated JWT access token.
- The client shall not determine the owner through the request body.


BR-GOAL-09: Created goal persistence and initial progress state

context GoalService::createGoal(
  userId : Integer,
  dto : CreateGoalDto
) : Goal

post BR_GOAL_09_ExactlyOneGoalCreated:
  Goal.allInstances()->size() =
    Goal.allInstances()@pre->size() + 1

post BR_GOAL_09_PersistedValues:
  Goal.allInstances()->one(g |
    g.goalId = result.goalId and
    g.userId = userId and
    g.goalType = dto.goal_type and
    g.startDate = self.toDate(dto.start_date) and
    g.endDate = self.toDate(dto.end_date) and
    g.targetAmount = dto.target_amount and
    ((dto.goal_type = GoalType::SAVING and g.categoryId.oclIsUndefined()) or
     (dto.goal_type = GoalType::EXPENSE_LIMIT and g.categoryId = dto.category_id))
  )

Technical constraints:
- Exactly one new Goal record shall be inserted into the database.
- The created goal values must exactly reflect the validated input and normalized category assignment.


BR-GOAL-10: Successful creation response

context GoalController::createGoal(
  request : AuthenticatedRequest,
  dto : CreateGoalDto
) : CreateGoalResponseDto

post BR_GOAL_10_Response:
  result.message = 'Goal created successfully' and
  Goal.allInstances()->exists(g |
    g.goalId = result.goal_id and
    g.userId = request.userId
  )

Technical constraints:
- On successful creation, the backend shall return HTTP 201 Created with JSON structure containing success=true, message=""Goal created successfully"", and data containing the created goal_id.


BR-GOAL-11: Creation failure handling, transactionality, and concurrency safety

Technical constraints:
- Any validation failure (invalid goal type, active goal quota reached, concurrent saving goal conflict, amount out of range, unrounded amount, date window violation, goal duration outside [7, 365] days, missing/invalid category, or overlapping expense-limit interval) shall result in HTTP 400 Bad Request.
- If the authenticated user has no existing bank account, creation shall be rejected with HTTP 400 Bad Request.
- Validation or business constraint failures shall not persist any Goal record.
- Goal creation shall execute inside a database transaction to prevent partial persistence and ensure atomicity.
- Concurrency control or database locking shall prevent race conditions during concurrent goal creation requests for the same user.
- An unexpected repository/database failure shall result in HTTP 500 Internal Server Error with message:
  ""Không thể tạo mục tiêu lúc này. Vui lòng thử lại sau.""
~~~"	UC-14	A295:B313
		UC-14	A295:B313
Use Case ID	UC-15	UC-15	A314:B331
Use Case Name	Adjust a Financial Goal	UC-15	A314:B331
Description	As an authenticated goal owner, I want to change an existing goal's target amount.	UC-15	A314:B331
Actor(s)	Authenticated User	UC-15	A314:B331
Priority	Not Specified	UC-15	A314:B331
Trigger	The user selects Edit on a displayed Saving or Expense_Limit goal.	UC-15	A314:B331
Pre-Condition(s)	"PRE-1: The user is authenticated.
PRE-2: The financial goal adjustment interface is accessible."	UC-15	A314:B331
Post-Condition(s)	"POST-1: On success, the financial goal is updated, the modal closes, a success notification appears, and the goals list refreshes.
POST-2: On failure, the goal remains unchanged and an appropriate error notification is displayed."	UC-15	A314:B331
Basic Flow	"1. The user selects Edit for a displayed goal on the Goals page.
2. The modal opens displaying the current goal details.
3. The user modifies the target amount and submits the form.
4. The frontend performs preliminary validation on the entered target amount.
5. The frontend sends the update request (PUT /api/v1/goals/:goalId) to the backend API.
6. The backend authenticates the request and validates all update inputs according to established business rules.
7. Upon successful validation, the backend updates the goal record.
8. The backend returns a success response with the updated goal details.
9. The frontend displays a success notification, closes the modal, and refreshes the goals list."	UC-15	A314:B331
Alternative Flow	"AF-1: Form cancellation
3a. The user closes or cancels the modal, and the frontend terminates the operation without submitting data."	UC-15	A314:B331
Exception Flow	"EF-1: Client-side validation failure
4a. If preliminary validation fails, the modal displays field errors and halts submission.

EF-2: Unauthorized request
6a. If user authentication is missing or expired, the backend rejects the request and the user is prompted to authenticate.

EF-3: Business validation or permission failure
6b. If the update request violates business constraints or security rules, the backend rejects the request and the frontend displays the returned error notification.

EF-4: Server or persistence failure
7a. If an unexpected error occurs during processing or storage, the backend returns an error and the frontend displays a failure notification."	UC-15	A314:B331
Related UI	GoalsPage; AdjustGoalModal	UC-15	A314:B331
Related API IDs	API-GOAL-UPDATE	UC-15	A314:B331
Notes	Scope clarification: This use case handles adjusting existing financial goals. Goal creation, deletion, and manual contribution entries are outside scope.	UC-15	A314:B331
UML Model	"~~~plantuml
@startuml

enum GoalType {
  SAVING
  EXPENSE_LIMIT
}

note right of GoalType
  SAVING maps to ""Saving"".
  EXPENSE_LIMIT maps to ""Expense_Limit"".
end note

class AuthenticatedRequest <<SecurityContext>> {
  userId: Integer [1]
}

class User <<Entity>> {
  userId: Integer [1]
}

class Goal <<Entity>> {
  goalId: Integer [1]
  userId: Integer [1]
  goalType: GoalType [1]
  categoryId: Integer [0..1]
  startDate: Date [1]
  endDate: Date [1]
  targetAmount: Decimal [1]
}

class UpdateGoalDto <<DTO>> {
  target_amount: Decimal [1]
}

class UpdatedGoalDto <<DTO>> {
  goal_id: Integer [1]
  target_amount: Decimal [1]
}

class UpdateGoalResponseDto <<DTO>> {
  message: String [1]
  updated_goal: UpdatedGoalDto [1]
}

class GoalController <<Controller>> {
  updateGoal(
    request: AuthenticatedRequest,
    goalId: Integer,
    dto: UpdateGoalDto
  ): UpdateGoalResponseDto
}

class GoalService <<Service>> {
  updateGoal(
    userId: Integer,
    goalId: Integer,
    dto: UpdateGoalDto
  ): Goal
}

User ""1"" -- ""0..*"" Goal : owns

GoalController ..> AuthenticatedRequest
GoalController ..> UpdateGoalDto
GoalController ..> UpdateGoalResponseDto
GoalController ..> GoalService

GoalService ..> Goal
GoalService ..> UpdateGoalDto

UpdateGoalResponseDto --> UpdatedGoalDto
UpdatedGoalDto ..> Goal : maps from

@enduml
~~~"	UC-15	A314:B331
Business Rules	"The following rules are authoritative for Prompt E. OCL is preserved where supplied; technical or non-OCL constraints remain authoritative natural-language requirements.

~~~text
BR-GOAL-12: Target amount domain thresholds, currency rounding, and non-identical value requirement

context GoalService::updateGoal(
  userId : Integer,
  goalId : Integer,
  dto : UpdateGoalDto
) : Goal

pre BR_GOAL_12_TargetDefined:
  not dto.target_amount.oclIsUndefined()

pre BR_GOAL_12_TargetRange:
  dto.target_amount >= 100000 and
  dto.target_amount <= 1000000000

pre BR_GOAL_12_CurrencyRoundingStep:
  dto.target_amount.mod(10000) = 0

pre BR_GOAL_12_TargetAmountChanged:
  Goal.allInstances()->exists(g |
    g.goalId = goalId and
    g.targetAmount <> dto.target_amount
  )

Technical constraints:
- target_amount shall be at least 100,000 VND and at most 1,000,000,000 VND.
- target_amount shall be an exact multiple of 10,000 VND.
- The new target_amount shall be different from the currently stored targetAmount of the goal.
- Any amount violating these thresholds or matching the current target amount shall result in HTTP 400 Bad Request.


BR-GOAL-13: Existing goal and active period requirement

context GoalService::updateGoal(
  userId : Integer,
  goalId : Integer,
  dto : UpdateGoalDto
) : Goal

pre BR_GOAL_13_GoalExists:
  Goal.allInstances()->exists(g |
    g.goalId = goalId
  )

pre BR_GOAL_13_GoalIsActive:
  Goal.allInstances()->exists(g |
    g.goalId = goalId and
    g.endDate >= currentDate()
  )

Technical constraints:
- If no Goal exists with goalId, the backend shall return HTTP 404 Not Found with message ""Mục tiêu không tồn tại.""
- If the goal exists but has already expired (endDate < currentDate()), the backend shall return HTTP 400 Bad Request with message ""Không thể điều chỉnh mục tiêu tài chính đã kết thúc.""


BR-GOAL-14: Authenticated goal ownership

context GoalService::updateGoal(
  userId : Integer,
  goalId : Integer,
  dto : UpdateGoalDto
) : Goal

pre BR_GOAL_14_OwnedByAuthenticatedUser:
  Goal.allInstances()->exists(g |
    g.goalId = goalId and
    g.userId = userId
  )

Technical constraints:
- userId shall be obtained from the validated JWT access token.
- If the goal belongs to another user, the backend shall return HTTP 403 Forbidden with message ""Bạn không có quyền chỉnh sửa mục tiêu này.""


BR-GOAL-15: Target-only goal update and structural field immutability

context GoalService::updateGoal(
  userId : Integer,
  goalId : Integer,
  dto : UpdateGoalDto
) : Goal

post BR_GOAL_15_NoGoalCreatedOrDeleted:
  Goal.allInstances()->size() =
    Goal.allInstances()@pre->size()

post BR_GOAL_15_OnlyTargetAmountChanged:
  let original : Goal =
    Goal.allInstances()@pre->any(g |
      g.goalId = goalId
    )
  in
  let updated : Goal =
    Goal.allInstances()->any(g |
      g.goalId = goalId
    )
  in
    updated.targetAmount = dto.target_amount and
    updated.userId = original.userId and
    updated.goalType = original.goalType and
    updated.startDate = original.startDate and
    updated.endDate = original.endDate and
    updated.categoryId.oclIsUndefined() =
      original.categoryId.oclIsUndefined() and
    (
      not original.categoryId.oclIsUndefined()
      implies updated.categoryId = original.categoryId
    )

Technical constraints:
- Only targetAmount shall be updated; all other fields (userId, goalType, startDate, endDate, categoryId) must remain strictly unchanged.
- The update operation shall not create or delete any Goal records.


BR-GOAL-16: Successful update response

context GoalController::updateGoal(
  request : AuthenticatedRequest,
  goalId : Integer,
  dto : UpdateGoalDto
) : UpdateGoalResponseDto

post BR_GOAL_16_Response:
  result.message = 'Goal updated successfully' and
  result.updated_goal.goal_id = goalId and
  result.updated_goal.target_amount = dto.target_amount and
  Goal.allInstances()->exists(g |
    g.goalId = goalId and
    g.userId = request.userId and
    g.targetAmount = dto.target_amount
  )

Technical constraints:
- On successful update, the backend shall return HTTP 200 OK with success envelope containing message=""Goal updated successfully"" and updated_goal payload containing goal_id and target_amount."	UC-15	A314:B331
		UC-15	A314:B331
Use Case ID	UC-16	UC-16	A332:B351
Use Case Name	View Savings Summary	UC-16	A332:B351
Description	As an authenticated user, I want to compare monthly net savings for a selected year with the previous year.	UC-16	A332:B351
Actor(s)	Authenticated User	UC-16	A332:B351
Priority	Not Specified	UC-16	A332:B351
Trigger	The user opens the Goals page or changes the year selector in Saving Summary.	UC-16	A332:B351
Pre-Condition(s)	"PRE-1: The user is authenticated.
PRE-2: The savings summary interface is accessible to the authenticated user."	UC-16	A332:B351
Post-Condition(s)	"POST-1: On success, the system presents monthly net savings comparison data between the evaluated year and the preceding year, and the frontend renders the corresponding visual chart.
POST-2: If no data is available for the specified period, an appropriate empty-state notification is displayed.
POST-3: System state and financial records remain unchanged (read-only query operation)."	UC-16	A332:B351
Basic Flow	"1. The user navigates to the savings summary section on the Goals page.
2. The frontend requests savings summary data for the initial target year (GET /api/v1/savings/summary).
3. The backend authenticates the request and validates query parameters according to established business rules.
4. The backend evaluates transaction records belonging to the authenticated user.
5. The backend compiles monthly net savings figures for the target year.
6. The backend computes comparative savings metrics for the preceding year.
7. The backend returns the compiled savings summary response.
8. The frontend renders the comparative chart displaying the target and preceding year data series."	UC-16	A332:B351
Alternative Flow	"AF-1: Select another year
2a. The user selects a different year from the year selector.
2b. The frontend requests savings summary data for the newly selected year.

AF-2: Empty savings data
5a. If no transactions or accounts exist for the evaluated periods, the backend returns empty summary datasets.
8a. The frontend displays an empty-state message indicating no transaction data is available instead of the chart."	UC-16	A332:B351
Exception Flow	"EF-1: Unauthorized request
3a. If authentication is missing or invalid, the backend rejects the request (HTTP 401) and the user is prompted to authenticate.

EF-2: Service or calculation failure
4a. If an unexpected error occurs during data retrieval or calculation, the backend returns an error response (HTTP 500) and the frontend displays a failure notification."	UC-16	A332:B351
Related UI	GoalsPage; SavingsSummaryChart; year selector	UC-16	A332:B351
Related API IDs	API-SAVINGS-SUMMARY	UC-16	A332:B351
Notes	Scope clarification: This use case handles viewing and comparing annual monthly net savings summaries. Modifying transaction entries, updating account balances, or configuring budget limits are outside scope.	UC-16	A332:B351
UML Model	"~~~plantuml
@startuml

enum AccountType {
  CHECKING
  SAVINGS
  CREDIT_CARD
  INVESTMENT
  LOAN
}

enum TransactionType {
  REVENUE
  EXPENSE
}

enum TransactionStatus {
  COMPLETE
  PENDING
  FAILED
}

enum SavingsSeries {
  THIS_YEAR
  LAST_YEAR
}

class AuthenticatedRequest <<SecurityContext>> {
  userId: Integer [1]
}

class User <<Entity>> {
  userId: Integer [1]
}

class Account <<Entity>> {
  accountId: Integer [1]
  userId: Integer [1]
  accountType: AccountType [1]
}

class Transaction <<Entity>> {
  transactionId: Integer [1]
  accountId: Integer [1]
  transactionDate: Date [1]
  type: TransactionType [1]
  amount: Decimal [1]
  status: TransactionStatus [1]
}

class SavingsSummaryQueryDto <<DTO>> {
  year: String [0..1]
}

class MonthlySavingsDto <<DTO>> {
  month: String [1]
  amount: Decimal [1]
  transaction_count: Integer [1]
}

class SavingsSummaryDataDto <<DTO>> {
  this_year: MonthlySavingsDto [12]
  last_year: MonthlySavingsDto [12]
}

class SavingsSummaryResponseDto <<DTO>> {
  user_id: Integer [1]
  year: Integer [1]
  summary: SavingsSummaryDataDto [1]
}

class SavingsController <<Controller>> {
  getSavingsSummary(
    request: AuthenticatedRequest,
    year: String
  ): SavingsSummaryResponseDto

  resolveYear(year: String): Integer
}

class SavingsService <<Service>> {
  getSavingsSummary(
    userId: Integer,
    year: Integer
  ): SavingsSummaryResponseDto

  calculateMonthlySavings(
    userId: Integer,
    year: Integer
  ): MonthlySavingsDto [12]
}

class SavingsTooltip <<UIModel>> {
  visible: Boolean [1]
  month: String [0..1]
  amount: Decimal [0..1]
  series: SavingsSeries [0..1]
  transaction_count: Integer [0..1]
}

class SavingsSummaryChart <<UIComponent>> {
  isChartVisible: Boolean [1]
  hoverPoint(
    series: SavingsSeries,
    month: String
  ): SavingsTooltip
  leavePoint(): void
}

User ""1"" -- ""0..*"" Account : owns
Account ""1"" -- ""0..*"" Transaction : contains

SavingsSummaryChart ..> SavingsSummaryResponseDto
SavingsSummaryChart ..> SavingsTooltip
SavingsSummaryChart ..> SavingsSeries

SavingsController ..> AuthenticatedRequest
SavingsController ..> SavingsSummaryQueryDto
SavingsController ..> SavingsService
SavingsController ..> SavingsSummaryResponseDto

SavingsService ..> Account
SavingsService ..> Transaction
SavingsService ..> SavingsSummaryResponseDto

SavingsSummaryResponseDto --> SavingsSummaryDataDto
SavingsSummaryDataDto --> MonthlySavingsDto

@enduml
~~~"	UC-16	A332:B351
Business Rules	"The following rules are authoritative for Prompt E. OCL is preserved where supplied; technical or non-OCL constraints remain authoritative natural-language requirements.

~~~text
BR-SAV-01: Eligible account types and authenticated user ownership scope

context SavingsService::getSavingsSummary(
  userId : Integer,
  year : Integer
) : SavingsSummaryResponseDto

post BR_SAV_01_UserIdentity:
  result.user_id = userId

post BR_SAV_01_EligibleOwnedAccountsOnly:
  let eligibleAccounts : Set(Account) =
    Account.allInstances()->select(a |
      a.userId = userId and
      (a.accountType = AccountType::CHECKING or
       a.accountType = AccountType::SAVINGS)
    )
  in
  Transaction.allInstances()
    ->select(t | eligibleAccounts->exists(a | a.accountId = t.accountId))
    ->includesAll(
      Transaction.allInstances()
        ->select(t | eligibleAccounts->exists(a | a.accountId = t.accountId))
    )

Technical constraints:
- userId shall be obtained from the validated JWT access token.
- Only accounts owned by the authenticated user with accountType equal to 'Checking' or 'Savings' shall be eligible for savings summary calculations.
- Accounts with accountType 'Credit Card', 'Loan', or 'Investment', as well as accounts owned by other users, shall not contribute to the savings summary.


BR-SAV-02: Rolling 5-year evaluation window and fallback clamping

context SavingsController::getSavingsSummary(
  request : AuthenticatedRequest,
  year : String
) : SavingsSummaryResponseDto

post BR_SAV_02_ValidWindowUsed:
  let parsedYear : Integer = parseInt(year, 10)
  in
    (
      not isNaN(parsedYear) and
      parsedYear >= currentYear() - 5 and
      parsedYear <= currentYear()
    )
    implies
      result.year = parsedYear

post BR_SAV_02_InvalidOrOutOfWindowDefaultsToCurrentYear:
  let parsedYear : Integer = parseInt(year, 10)
  in
    (
      year.oclIsUndefined() or
      isNaN(parsedYear) or
      parsedYear < currentYear() - 5 or
      parsedYear > currentYear()
    )
    implies
      result.year = currentYear()

Technical constraints:
- The evaluation window is restricted to the rolling 5-year period up to the current calendar year ([currentYear - 5, currentYear]).
- Any year parameter that is missing, non-numeric, in the future (year > currentYear()), or older than 5 years (year < currentYear() - 5) shall resolve to the current year.


BR-SAV-03: Ordered 12-month calendar series and transaction count metadata

context SavingsService::getSavingsSummary(
  userId : Integer,
  year : Integer
) : SavingsSummaryResponseDto

post BR_SAV_03_TwelveMonthsThisYear:
  result.summary.this_year->size() = 12

post BR_SAV_03_TwelveMonthsLastYear:
  result.summary.last_year->size() = 12

post BR_SAV_03_MonthSequenceAndMetadata:
  Sequence{1..12}->forAll(i |
    result.summary.this_year->at(i).month = padTwoDigits(i) and
    result.summary.this_year->at(i).transaction_count >= 0 and
    result.summary.last_year->at(i).month = padTwoDigits(i) and
    result.summary.last_year->at(i).transaction_count >= 0
  )

Technical constraints:
- Both this_year and last_year series shall contain exactly 12 monthly elements corresponding to two-digit month strings ""01"" through ""12"" in ascending order.
- Each monthly element shall include transaction_count representing the exact number of eligible completed transactions recorded in that month.


BR-SAV-04: Completed transaction status filtering and monthly net savings calculation

context SavingsService::getSavingsSummary(
  userId : Integer,
  year : Integer
) : SavingsSummaryResponseDto

post BR_SAV_04_ThisYearAmounts:
  result.summary.this_year->forAll(dto |
    let monthNumber : Integer =
      dto.month.toInteger()
    in
    let eligibleAccountIds : Set(Integer) =
      Account.allInstances()
        ->select(a |
          a.userId = userId and
          (a.accountType = AccountType::CHECKING or
           a.accountType = AccountType::SAVINGS)
        )
        ->collect(a | a.accountId)
        ->asSet()
    in
    let monthlyTransactions : Set(Transaction) =
      Transaction.allInstances()
        ->select(t |
          eligibleAccountIds->includes(t.accountId) and
          yearOf(t.transactionDate) = year and
          monthOf(t.transactionDate) = monthNumber and
          t.status = TransactionStatus::COMPLETE
        )
        ->asSet()
    in
    let revenue : Decimal =
      monthlyTransactions
        ->select(t | t.type = TransactionType::REVENUE)
        ->collect(t | t.amount)
        ->sum()
    in
    let expense : Decimal =
      monthlyTransactions
        ->select(t | t.type = TransactionType::EXPENSE)
        ->collect(t | t.amount)
        ->sum()
    in
      dto.amount = roundToTwoDecimals(revenue - expense) and
      dto.transaction_count = monthlyTransactions->size()
  )

Technical constraints:
- Only transactions with status = Complete shall contribute to monthly Revenue and Expense calculations.
- Transactions with status Pending or Failed shall be excluded.
- Monthly net savings equals total Complete Revenue minus total Complete Expense across eligible owned accounts. If Expense exceeds Revenue, the amount shall be negative.


BR-SAV-05: Symmetrical preceding-year baseline and historical data ceiling

context SavingsService::getSavingsSummary(
  userId : Integer,
  year : Integer
) : SavingsSummaryResponseDto

post BR_SAV_05_LastYearAmounts:
  result.summary.last_year->forAll(dto |
    let monthNumber : Integer =
      dto.month.toInteger()
    in
    let eligibleAccountIds : Set(Integer) =
      Account.allInstances()
        ->select(a |
          a.userId = userId and
          (a.accountType = AccountType::CHECKING or
           a.accountType = AccountType::SAVINGS)
        )
        ->collect(a | a.accountId)
        ->asSet()
    in
    let monthlyTransactions : Set(Transaction) =
      Transaction.allInstances()
        ->select(t |
          eligibleAccountIds->includes(t.accountId) and
          yearOf(t.transactionDate) = year - 1 and
          monthOf(t.transactionDate) = monthNumber and
          t.status = TransactionStatus::COMPLETE
        )
        ->asSet()
    in
    let revenue : Decimal =
      monthlyTransactions
        ->select(t | t.type = TransactionType::REVENUE)
        ->collect(t | t.amount)
        ->sum()
    in
    let expense : Decimal =
      monthlyTransactions
        ->select(t | t.type = TransactionType::EXPENSE)
        ->collect(t | t.amount)
        ->sum()
    in
      dto.amount = roundToTwoDecimals(revenue - expense) and
      dto.transaction_count = monthlyTransactions->size()
  )

Technical constraints:
- last_year represents exactly resolvedYear - 1 and applies the identical calculation rules as this_year.
- If the user had no eligible accounts or completed transactions in year - 1, each of the 12 entries for last_year shall have amount = 0.00 and transaction_count = 0.


BR-SAV-06: Future months zero-capping and missing period normalization

context SavingsService::getSavingsSummary(
  userId : Integer,
  year : Integer
) : SavingsSummaryResponseDto

post BR_SAV_06_FutureMonthsZeroCapped:
  (year = currentYear()) implies
    result.summary.this_year->forAll(dto |
      dto.month.toInteger() > currentMonth() implies
        (dto.amount = 0 and dto.transaction_count = 0)
    )

post BR_SAV_06_MissingPeriodZeroFilled:
  result.summary.this_year->forAll(dto |
    let monthNumber : Integer = dto.month.toInteger() in
    let matchingTxns = Transaction.allInstances()->select(t |
      Account.allInstances()->exists(a |
        a.accountId = t.accountId and
        a.userId = userId and
        (a.accountType = AccountType::CHECKING or a.accountType = AccountType::SAVINGS)
      ) and
      yearOf(t.transactionDate) = year and
      monthOf(t.transactionDate) = monthNumber and
      t.status = TransactionStatus::COMPLETE
    ) in
    matchingTxns->isEmpty() implies (dto.amount = 0 and dto.transaction_count = 0)
  )

Technical constraints:
- When the evaluated year is the current calendar year, all future months (month > currentMonth()) shall have amount = 0.00 and transaction_count = 0 regardless of whether scheduled or post-dated transactions exist in the database.
- For elapsed months with no completed transactions, or if the user owns no eligible accounts, amount shall be 0.00 and transaction_count shall be 0.


BR-SAV-07: Accounting-grade decimal precision and half-up rounding

context SavingsService::getSavingsSummary(
  userId : Integer,
  year : Integer
) : SavingsSummaryResponseDto

post BR_SAV_07_PrecisionAndHalfUpRounding:
  result.summary.this_year->forAll(dto |
    dto.amount = roundToTwoDecimals(dto.amount) and
    (dto.amount = 0 implies dto.amount >= 0)
  ) and
  result.summary.last_year->forAll(dto |
    dto.amount = roundToTwoDecimals(dto.amount) and
    (dto.amount = 0 implies dto.amount >= 0)
  )

Technical constraints:
- Monthly aggregation of Revenue and Expense amounts shall maintain full decimal precision before difference subtraction.
- The resulting net savings amount shall be rounded using round-half-up to exactly two decimal places.
- Any negative zero representation (-0.00) resulting from floating-point arithmetic shall be normalized to 0.00.


BR-SAV-08: Idempotent read-only execution, audit immutability, and safe error containment

context SavingsService::getSavingsSummary(
  userId : Integer,
  year : Integer
) : SavingsSummaryResponseDto

post BR_SAV_08_StrictDatabaseImmutability:
  Account.allInstances()->collect(a | a.accountId)->asSet() =
    Account.allInstances()@pre->collect(a | a.accountId)->asSet() and
  Transaction.allInstances()->collect(t | t.transactionId)->asSet() =
    Transaction.allInstances()@pre->collect(t | t.transactionId)->asSet() and
  User.allInstances()->collect(u | u.userId)->asSet() =
    User.allInstances()@pre->collect(u | u.userId)->asSet()

Technical constraints:
- Retrieving the savings summary is strictly read-only and idempotent; it shall never create, mutate, or delete records in Users, Accounts, Transactions, Goals, or Bills tables.
- Database queries shall execute under READ COMMITTED transaction isolation to avoid dirty reads during concurrent writes.
- Unexpected database or computation failures shall return HTTP 500 Internal Server Error without exposing internal query syntax or stack traces.


BR-SAV-09: Interactive point hover parity and signed currency tooltip

context SavingsSummaryChart::hoverPoint(
  series : SavingsSeries,
  month : String
) : SavingsTooltip

pre BR_SAV_09_ChartDisplayed:
  self.isChartVisible = true

pre BR_SAV_09_PointExists:
  (series = SavingsSeries::THIS_YEAR implies self.summary.this_year->exists(p | p.month = month)) and
  (series = SavingsSeries::LAST_YEAR implies self.summary.last_year->exists(p | p.month = month))

post BR_SAV_09_TooltipVisibleAndParity:
  result.visible = true and
  (
    series = SavingsSeries::THIS_YEAR implies
      self.summary.this_year->exists(p |
        p.month = month and
        result.month = p.month and
        result.amount = p.amount and
        result.series = series
      )
  ) and
  (
    series = SavingsSeries::LAST_YEAR implies
      self.summary.last_year->exists(p |
        p.month = month and
        result.month = p.month and
        result.amount = p.amount and
        result.series = series
      )
  )

context SavingsSummaryChart::leavePoint()

post BR_SAV_09_TooltipHidden:
  self.tooltip.visible = false

Technical constraints:
- Hovering over any rendered data point in either yearly series shall display an interactive tooltip showing the month label, series indicator, formatted currency amount with explicit sign ('+' for positive, '-' for negative), and transaction count.
- Moving the pointer away from the data point shall immediately hide the tooltip.
~~~"	UC-16	A332:B351
		UC-16	A332:B351
